"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"357","Riley Barber","DET","R","4","33.766666666667","0","0","0","0","0","0.00","4","0.00","0.37","8","7","3","1","0","1","2","1","1","0","0","0","3","1","3","8","0","0","0","-"
"377","Tyler Lewington","BOS","D","2","24.883333333333","0","0","0","0","0","-","2","0.00","0.06","3","3","0","0","0","0","7","2","1","1","0","2","0","0","1","3","2","0","0","-"
"395","Mason Geertsen","N.J","D","25","173.91666666667","0","0","0","0","0","0.00","12","0.00","0.99","20","17","13","7","2","0","77","15","6","5","4","13","3","4","58","16","1","0","0","-"
"409","Remi Elie","T.B","L","1","10.95","0","0","0","0","0","-","2","0.00","0.16","3","2","2","1","0","1","0","0","0","0","0","0","0","0","3","4","0","0","0","-"
"413","Gustav Olofsson","SEA","D","4","53.75","0","0","0","0","0","0.00","6","0.00","0.18","10","7","1","0","0","0","0","0","0","0","0","0","2","1","2","5","4","0","0","-"
"414","Dillon Heatherington","OTT","D","12","138.8","0","0","0","0","0","0.00","5","0.00","0.75","12","8","2","0","1","1","7","2","1","1","0","1","4","1","20","9","4","0","0","-"
"417","Madison Bowey","VAN","D","2","31.466666666667","0","0","0","0","0","-","0","-","0.01","3","1","2","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","-"
"440","Frederik Gauthier","N.J","C","8","88.766666666667","0","0","0","0","0","0.00","4","0.00","0.18","5","4","3","1","0","0","0","0","0","0","0","0","3","0","16","8","2","33","42","44.00"
"441","Jean-Sebastien Dea","ARI","C","4","37.8","0","0","0","0","0","0.00","1","0.00","0.31","4","3","3","3","0","1","0","0","0","0","0","1","0","1","3","6","1","1","2","33.33"
"445","Brandon Baddock","MTL","L","1","8.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","-"
"460","Michael Dal Colle","NYI","L","1","14.566666666667","0","0","0","0","0","0.00","2","0.00","0.13","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"483","Ryan MacInnis","BUF","C","1","10","0","0","0","0","0","-","2","0.00","0.08","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"485","Roland McKeown","NSH","D","6","77.866666666667","0","0","0","0","0","0.00","3","0.00","0.23","11","6","4","0","0","1","8","4","4","0","0","2","4","1","4","9","6","0","0","-"
"489","Justin Kirkland","ANA, ARI","C","9","64.95","0","0","0","0","0","0.00","6","0.00","0.6","15","9","9","3","1","3","0","0","0","0","0","1","1","0","13","9","4","10","5","66.67"
"499","Chase De Leo","N.J","C","2","16.3","0","0","0","0","0","-","2","0.00","0.28","5","4","4","1","0","0","0","0","0","0","0","1","0","0","5","0","0","0","2","0.00"
"501","Austin Poganski","WPG","R","16","149.15","0","0","0","0","0","0.00","9","0.00","1.31","19","16","13","6","0","1","7","2","1","1","0","1","1","1","23","23","5","0","0","-"
"510","CJ Suess","S.J, WPG","L","4","22.966666666667","0","0","0","0","0","-","0","-","0.06","2","2","2","0","0","0","4","2","2","0","0","1","0","1","3","0","5","2","3","40.00"
"513","Anthony Angello","PIT","R","4","26.516666666667","0","0","0","0","0","0.00","2","0.00","0.08","2","2","1","0","0","0","2","1","1","0","0","0","0","0","13","2","0","0","1","0.00"
"533","Cole Bardreau","NYI","C","1","6.6166666666667","0","0","0","0","0","-","0","-","0.08","2","1","2","1","0","0","2","1","1","0","0","0","0","0","2","0","0","0","0","-"
"534","Nikita Soshnikov","NYI","R","3","29.816666666667","0","0","0","0","0","-","4","0.00","0.56","9","8","5","2","0","0","0","0","0","0","0","1","1","0","8","3","0","0","1","0.00"
"553","Brendan Guhle","ANA","D","6","88","0","0","0","0","0","0.00","6","0.00","0.45","18","13","6","1","0","0","0","0","0","0","0","0","5","0","11","10","4","0","0","-"
"566","Glenn Gawdin","ANA, CGY","C","6","54.85","0","0","0","0","0","-","6","0.00","0.42","10","8","4","0","0","0","4","2","2","0","0","0","2","0","9","3","5","13","25","34.21"
"587","Blake Speers","ARI","C","2","18.316666666667","0","0","0","0","0","-","1","0.00","0.05","2","1","0","0","0","0","2","1","1","0","0","0","1","1","3","1","2","6","5","54.55"
"589","Zach Senyshyn","OTT","R","2","13.05","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","2","1","1","0","0","0","0","0","4","1","0","0","0","-"
"590","Chase Pearson","DET","C","3","20.266666666667","0","0","0","0","0","0.00","2","0.00","0.73","5","4","5","4","0","0","0","0","0","0","0","0","0","0","4","2","0","2","2","50.00"
"620","Christian Jaros","N.J","D","11","121.11666666667","0","0","0","0","0","0.00","9","0.00","0.52","21","14","8","2","0","1","2","1","1","0","0","0","5","1","21","13","7","0","0","-"
"631","Kole Sherwood","NSH","R","1","8.1333333333333","0","0","0","0","0","-","2","0.00","0.07","3","2","2","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-"
"632","Samuel Laberge","N.J","L","2","6.1833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","-"
"640","Dan Renouf","BOS, DET","D","5","67.583333333333","0","0","0","0","0","0.00","8","0.00","0.57","10","9","2","0","1","1","7","2","1","1","0","2","2","1","5","4","4","0","0","-"
"656","Frederic Allard","MTL","D","3","41.533333333333","0","0","0","0","0","0.00","6","0.00","0.33","13","12","2","1","0","1","0","0","0","0","0","0","3","0","0","6","2","0","0","-"
"673","Olli Juolevi","DET, FLA","D","18","229.56666666667","0","0","0","0","0","0.00","18","0.00","0.42","34","25","4","0","1","1","6","3","3","0","0","1","7","2","14","35","6","0","0","-"
"677","Tim Gettinger","NYR","L","8","75.7","0","0","0","0","0","0.00","3","0.00","0.3","6","5","4","2","1","0","0","0","0","0","0","0","1","0","15","5","4","2","2","50.00"
"691","Connor Bunnaman","PHI","C","15","150.15","0","0","0","0","0","0.00","10","0.00","1.29","17","15","10","5","1","0","4","2","2","0","0","1","2","0","17","10","2","57","50","53.27"
"704","Sean Day","T.B","D","2","21.416666666667","0","0","0","0","0","0.00","2","0.00","0.03","3","2","0","0","0","0","0","0","0","0","0","1","0","1","4","2","2","0","0","-"
"714","Anthony Greco","NYR","R","1","9.7333333333333","0","0","0","0","0","-","5","0.00","0.63","5","5","4","3","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","-"
"737","Mikhail Maltsev","COL","L","23","178.26666666667","0","0","0","0","0","0.00","27","0.00","1.84","43","34","24","8","1","3","2","1","1","0","0","2","1","9","35","17","3","58","45","56.31"
"741","Rhett Gardner","DAL, PHI","C","5","39.883333333333","0","0","0","0","0","-","0","-","0.03","1","1","0","0","0","0","0","0","0","0","0","0","1","4","6","5","2","7","6","53.85"
"743","Chase Priskie","FLA","D","4","56.016666666667","0","0","0","0","0","0.00","4","0.00","0.23","7","5","4","1","0","0","2","1","1","0","0","1","4","1","3","6","2","0","0","-"
"754","Kristians Rubins","TOR","D","3","35.25","0","0","0","0","0","0.00","5","0.00","0.37","6","5","3","1","0","1","4","2","2","0","0","0","3","0","12","6","2","0","0","-"
"799","Shane Bowers","COL, N.J","C","9","77.416666666667","0","0","0","0","0","0.00","8","0.00","0.48","13","9","5","4","0","0","0","0","0","0","0","0","0","0","3","8","3","7","17","29.17"
"805","Dmitri Samorukov","EDM, STL","D","3","32.216666666667","0","0","0","0","0","-","1","0.00","0.17","5","2","3","1","0","1","2","1","1","0","0","0","0","0","0","1","2","0","0","-"
"821","Cameron Crotty","ARI","D","1","10.05","0","0","0","0","0","-","0","-","0.02","4","2","0","0","0","1","0","0","0","0","0","0","0","0","4","0","2","0","0","-"
"823","C.J. Smith","CAR","L","1","9.3666666666667","0","0","0","0","0","-","0","-","0.08","2","2","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","-"
"825","Mike Vecchione","WSH","R","1","5.1","0","0","0","0","0","-","3","0.00","0.58","3","3","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"843","Jakub Galvas","CHI","D","6","108.95","0","0","0","0","0","0.00","8","0.00","0.52","17","10","5","2","0","1","0","0","0","0","0","0","4","1","2","8","5","0","0","-"
"844","Arnaud Durandeau","NYI","L","4","52","0","0","0","0","0","0.00","9","0.00","0.88","11","10","6","5","1","1","2","1","1","0","0","2","0","1","3","3","2","0","1","0.00"
"848","Ben Jones","VGK","C","2","16.083333333333","0","0","0","0","0","0.00","1","0.00","0.05","3","2","1","0","0","0","2","1","1","0","0","0","0","0","4","1","1","0","0","-"
"850","Philip Kemp","EDM","D","1","2.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"851","Nick Swaney","MIN","R","1","9.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","-"
"855","Wyatt Kalynuk","CHI","D","5","59.983333333333","0","0","0","0","0","0.00","1","0.00","0.18","7","5","2","0","1","0","2","1","1","0","0","0","2","1","9","7","0","0","0","-"
"862","Alexander True","SEA","C","8","65.983333333333","0","0","0","0","0","0.00","6","0.00","0.32","7","6","3","2","0","0","2","1","1","0","0","0","1","1","22","9","2","12","15","44.44"
"869","Joey Keane","CAR","D","1","13.633333333333","0","0","0","0","0","-","1","0.00","0.05","2","2","0","0","0","0","2","1","1","0","0","0","1","0","1","2","0","0","0","-"
"887","Nicolas Beaudin","CHI","D","2","12.316666666667","0","0","0","0","0","-","1","0.00","0.09","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"889","Filip Kral","TOR","D","2","19.916666666667","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","1","0","2","0","1","0","0","-"
"901","Filip Hallander","PIT","C","3","25.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","1","3","0","0","-"
"904","Sampo Ranta","COL","L","16","152.98333333333","0","0","0","0","0","0.00","14","0.00","1.42","30","20","16","8","2","2","6","3","3","0","0","3","3","4","19","25","9","2","3","40.00"
"911","Cameron Hillis","MTL","C","1","10.25","0","0","0","0","0","-","2","0.00","0.03","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"933","Semyon Der-Arguchintsev","TOR","C","1","7.2666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"940","Hunter Drew","ANA","D","2","19.716666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","5","1","0","1","0","1","0","0","5","1","0","0","0","-"
"947","Linus Karlsson","VAN","C","4","40.583333333333","0","0","0","0","0","0.00","4","0.00","0.94","8","6","5","3","1","2","0","0","0","0","0","2","0","1","3","5","2","2","7","22.22"
"958","Hugh McGing","STL","L","6","51.516666666667","0","0","0","0","0","0.00","4","0.00","0.5","5","4","4","2","0","0","0","0","0","0","0","4","2","4","7","4","3","1","6","14.29"
"964","Cole Reinhardt","OTT","L","1","8.5833333333333","0","0","0","0","0","-","1","0.00","0.05","1","1","0","0","0","0","2","1","1","0","0","0","1","0","2","0","0","0","0","-"
"980","Jon Lizotte","MIN","D","1","14.716666666667","0","0","0","0","0","0.00","1","0.00","0.03","1","1","0","0","0","0","2","1","1","0","0","0","0","0","3","1","4","0","0","-"
"989","Brayden Tracey","ANA","L","1","9.35","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"992","Raphael Lavoie","EDM","C","7","51","0","0","0","0","0","-","4","0.00","0.3","9","6","7","2","0","1","2","1","1","0","0","0","0","1","13","5","1","0","2","0.00"
"1001","Artemi Kniazev","S.J","D","1","11.983333333333","0","0","0","0","0","-","2","0.00","0.09","3","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"1016","Graeme Clarke","N.J","R","3","34.15","0","0","0","0","0","0.00","2","0.00","0.2","9","4","4","0","0","1","2","1","1","0","0","0","0","1","6","1","0","0","1","0.00"
"1039","Cole Schwindt","CGY, FLA","C, R","7","69.566666666667","0","0","0","0","0","-","4","0.00","0.59","13","9","7","4","1","0","2","1","1","0","0","0","3","1","10","6","3","21","18","53.85"
"1041","Viktor Lodin","OTT","C","1","10.416666666667","0","0","0","0","0","-","3","0.00","0.16","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"1042","Maxence Guenette","OTT","D","8","105.3","0","0","0","0","0","0.00","8","0.00","0.3","24","11","9","1","0","3","2","1","1","0","0","0","3","1","7","4","7","0","0","-"
"1057","Tyce Thompson","N.J","R","4","46.133333333333","0","0","0","0","0","0.00","4","0.00","0.32","8","6","7","3","0","0","0","0","0","0","0","1","3","2","2","5","1","1","0","100.00"
"1064","Bryce Kindopp","ANA","R","1","6.1","0","0","0","0","0","-","2","0.00","0.09","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"1065","Ben McCartney","ARI","L","2","28.083333333333","0","0","0","0","0","0.00","2","0.00","0.18","4","3","2","1","0","0","4","2","2","0","0","0","0","0","7","3","0","0","1","0.00"
"1066","Zachary Hayes","VGK","D","3","32.65","0","0","0","0","0","-","1","0.00","0.03","6","2","1","0","0","1","0","0","0","0","0","0","3","0","12","4","1","0","0","-"
"1080","Justin Sourdif","FLA","R","3","26.516666666667","0","0","0","0","0","-","2","0.00","0.11","2","2","1","1","0","0","0","0","0","0","0","1","1","0","5","4","2","0","0","-"
"1100","Emil Andrae","PHI","D","4","52","0","0","0","0","0","0.00","0","-","0","2","0","2","1","0","0","0","0","0","0","0","0","1","0","5","6","6","0","0","-"
"1104","Jack Thompson","S.J, T.B","D","3","47.016666666667","0","0","0","0","0","0.00","4","0.00","0.08","7","5","2","0","0","1","0","0","0","0","0","0","0","3","4","2","3","0","0","-"
"1105","Mavrik Bourque","DAL","C","1","10.933333333333","0","0","0","0","0","-","2","0.00","0.24","7","5","3","1","0","0","0","0","0","0","0","0","0","0","1","3","0","2","4","33.33"
"1110","Jacob Perreault","ANA","R","1","11.083333333333","0","0","0","0","0","-","0","-","0.17","2","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"1116","Yan Kuznetsov","CGY","D","1","11.966666666667","0","0","0","0","0","-","2","0.00","0.15","4","3","1","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","-"
"1123","Tristen Robins","S.J","C","3","41.133333333333","0","0","0","0","0","-","2","0.00","0.08","2","2","2","0","0","0","0","0","0","0","0","2","1","0","2","3","2","13","17","43.33"
"1125","Adam Raska","MIN, S.J","R","13","110.08333333333","0","0","0","0","0","0.00","3","0.00","0.74","10","8","7","3","0","1","7","2","1","1","0","6","5","2","40","18","1","0","1","0.00"
"1126","Gage Goncalves","T.B","C","2","19.916666666667","0","0","0","0","0","-","0","-","0.08","1","1","1","1","0","0","6","3","3","0","0","1","0","1","2","7","0","0","1","0.00"
"1127","William Dufour","NYI","R","1","6.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0.00"
"1130","Linus Sandin","PHI","R","1","6.9833333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","-"
"1132","Callahan Burke","CAR, COL","C","3","24.716666666667","0","0","0","0","0","-","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","1","0","2","4","0","2","2","4","33.33"
"1135","Jeff Malott","WPG","L","1","4.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","3","0","0","0","0","-"
"1136","Samuel Knazko","CBJ","D","2","31.283333333333","0","0","0","0","0","0.00","0","-","0","2","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","-"
"1138","Elliot Desnoyers","PHI","L","4","53.466666666667","0","0","0","0","0","0.00","3","0.00","0.36","7","5","5","2","1","1","0","0","0","0","0","1","1","2","9","4","1","8","14","36.36"
"1142","Emil Heineman","MTL","L","4","39.816666666667","0","0","0","0","0","0.00","0","-","0.25","4","2","2","1","0","1","0","0","0","0","0","0","1","0","7","7","1","0","2","0.00"
"1146","Josh Dunne","CBJ","C","8","79.716666666667","0","0","0","0","0","-","4","0.00","0.63","10","9","7","4","1","1","6","3","3","0","0","3","1","0","19","11","1","26","25","50.98"
"1157","Scott Morrow","CAR","D","2","36.766666666667","0","0","0","0","0","0.00","6","0.00","0.14","11","8","3","0","0","1","0","0","0","0","0","0","1","0","1","1","2","0","0","-"
"1167","Oskar Olausson","COL","R","2","18.866666666667","0","0","0","0","0","-","2","0.00","0.1","4","3","1","0","0","1","0","0","0","0","0","0","0","0","2","6","2","0","0","-"
"1168","Mackie Samoskevich","FLA","R","7","84.266666666667","0","0","0","0","0","-","11","0.00","0.99","17","15","9","4","1","1","0","0","0","0","0","1","5","1","5","10","3","0","1","0.00"
"1176","Brennan Othmann","NYR","L","3","27.25","0","0","0","0","0","-","6","0.00","0.31","9","7","2","2","0","1","0","0","0","0","0","0","0","0","6","5","1","0","0","-"
"1178","Ryan Winterton","SEA","C","9","84.05","0","0","0","0","0","0.00","10","0.00","0.69","18","16","8","3","2","1","0","0","0","0","0","0","1","4","10","12","4","0","1","0.00"
"1180","Isak Rosen","BUF","R","7","60.1","0","0","0","0","0","-","8","0.00","0.56","11","8","4","4","0","1","0","0","0","0","0","2","0","2","0","7","2","1","5","16.67"
"1181","Zach Dean","STL","C","9","94.983333333333","0","0","0","0","0","-","10","0.00","1.02","18","16","9","5","0","1","6","2","2","0","0","1","3","5","10","15","5","21","21","50.00"
"1184","Ethan Del Mastro","CHI","D","2","37.15","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","-"
"1185","Jackson Blake","CAR","R","1","15.3","0","0","0","0","0","-","2","0.00","0.43","4","3","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"1186","Kirill Semyonov","TOR","C","3","30.116666666667","0","0","0","0","0","0.00","1","0.00","0.09","4","3","3","0","2","0","0","0","0","0","0","0","1","0","4","2","0","1","1","50.00"
